id,year,date,component,regions,states,title,url,pdf,matched_on
451,2024,2024-07-29,Early Warning & Early Response Dashboard,North East,Adamawa; Taraba,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 26 — Adamawa and Taraba states (June 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-26-adamawa-and-taraba,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2026%20%28June%202024%29%20-%20Adamawa%20and%20Taraba%20states.pdf,title:early warning dashboard
452,2024,2024-07-26,Early Warning & Early Response Dashboard,North West,Kaduna; Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 11 — Kachia and Kaura LGAs, Kaduna State and Faskari and Kaita LGAs, Katsina State (June 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-11-kachia-and-kaura-lgas,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2011%2C%20Junel%202024%29%20-%20Kaduna%20and%20Katsina%20states%20PBF_final.pdf,title:early warning dashboard
453,2024,2024-07-26,Early Warning & Early Response Dashboard,North West,Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 11 — Batsari, Dan musa, Jibia and Kankara LGAs, Katsina State (June 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-11-batsari-dan-musa-jibia,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2011%2C%20June%202024%29%20-%20Katsina%20EU_final.pdf,title:early warning dashboard
454,2024,2024-07-26,Incident / Flash Report,North Central; North West,Benue,Nigeria — North-central & North-west Flash Report 169 (15 - 21 July 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-169-15-21-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20169_final.pdf,title:flash report
455,2024,2024-07-26,Incident / Flash Report,North East,Borno,Nigeria — Heavy Rainfall Flash Report Borno State (24 July 2024),https://dtm.iom.int/reports/nigeria-heavy-rainfall-flash-report-borno-state-24-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20Norh-East%20Dikwa%20%26%20Mafa%20LGAs%20Borno%20State.%2024%20July%202024_0.pdf,title:flash report
456,2024,2024-07-26,Incident / Flash Report,North East,Borno,Nigeria — Flood and Heavy Rainfall Flash Report Borno State (24 July 2024),https://dtm.iom.int/reports/nigeria-flood-and-heavy-rainfall-flash-report-borno-state-24-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20%20North-East-Dikwa%20%26%20Mafa%20LGAs%20Borno%20State_final.pdf,title:flash report
457,2024,2024-07-26,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 389 (15 - 21 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-389-15-21-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20389.pdf,title:emergency tracking tool
458,2024,2024-07-26,Emergency Tracking Tool (ETT),North Central,Benue,Nigeria — Emergency Tracking Tool Report 03 Benue State (15 - 21 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-03-benue-state-15-21-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20NW%20Report%20No.%2003_final.pdf,title:emergency tracking tool
459,2024,2024-07-24,Incident / Flash Report,North Central; North West,Benue,Nigeria — North-central & North-west Flash Report 170 (22 - 28 July 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-170-22-28-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20170_final.pdf,title:flash report
460,2024,2024-07-22,Incident / Flash Report,North Central; North West,Katsina,Nigeria — North-central & North-west Flash Report 168 (08 July - 14 July 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-168-08-july-14-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20168_final_0.pdf,title:flash report
461,2024,2024-07-22,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 388 (08 - 14 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-388-08-14-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20388_final.pdf,title:emergency tracking tool
462,2024,2024-07-22,Emergency Tracking Tool (ETT),North Central,Benue,Nigeria — Emergency Tracking Tool Report 02 Benue State (08 July - 14 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-02-benue-state-08-july-14-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20NW%20Benue%20Report%20No.%2002_final.pdf,title:emergency tracking tool
463,2024,2024-07-17,Other / Unclassified,,,Nigeria - National Displacement Profile 2023,https://dtm.iom.int/reports/nigeria-national-displacement-profile-2023,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20-%20NDP_FINAL.pdf,
464,2024,2024-07-12,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 387 (01 - 07 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-387-01-07-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20387v2.pdf,title:emergency tracking tool
465,2024,2024-07-12,Emergency Tracking Tool (ETT),North Central,Benue,Nigeria — Emergency Tracking Tool Report 01 Benue State (01 July - 07 July 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-01-benue-state-01-july-07-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20NW%20Benue%20State%20Report%20No.%2001_V3.pdf,title:emergency tracking tool
466,2024,2024-07-12,Biometric Registration Report,North Central,Benue,Nigeria — Biometric Registration Update Report 4 Benue State (1 July 2024),https://dtm.iom.int/reports/nigeria-biometric-registration-update-report-4-benue-state-1-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Biometric%20Registration%20Report%20%204%20Benue%20State_01%20July%202024_V3.pdf,title:biometric
467,2024,2024-07-09,Incident / Flash Report,North Central; North West,Benue,Nigeria — North-central & North-west Flash Report 167 (01 July - 07 July 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-167-01-july-07-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20167v2.pdf,title:flash report
468,2024,2024-07-08,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 386 (24 June - 30 June 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-386-24-june-30-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20386.pdf,title:emergency tracking tool
469,2024,2024-07-03,Incident / Flash Report,North Central; North West,Sokoto; Zamfara,Nigeria — North-central & North-west Flash Report 166 (24 June - 30 June 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-166-24-june-30-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20%20North-west%20and%20North-central%20166.pdf,title:flash report
470,2024,2024-07-02,Transhumance Flow Monitoring Report,North West,Kaduna; Katsina,Nigeria — TTT Feedback Survey — Kaduna and Katsina states (July 2024),https://dtm.iom.int/reports/nigeria-ttt-feedback-survey-kaduna-and-katsina-states-july-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Feedback%20survey%20on%20Transhumance%20Tracking%20Tool%20%28TTT%29%20activities.pdf,summary:transhumance
471,2024,2024-07-02,Mobility Tracking – IDP & Returnee Atlas,North Central; North West,Benue; Kogi; Nasarawa; Niger; Plateau; Kaduna; Kano; Katsina; Sokoto; Zamfara,Nigeria — North-Central and North-West — Round 14 IDP Atlas (June 2024),https://dtm.iom.int/reports/nigeria-north-central-and-north-west-round-14-idp-atlas-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IDP%20Atlas%20-%20NCNW%20R14%20-%20June%202024_final%20version.pdf,file name: IDP Atlas - NCNW R14 - June 2024_final version.pdf
472,2024,2024-06-28,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 385 (17 June - 23 June 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-385-17-june-23-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20385.pdf,title:emergency tracking tool
473,2024,2024-06-25,Incident / Flash Report,North Central; North West,Benue,Nigeria — North-central & North-west Flash Report 165 (17 June - 23 June 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-165-17-june-23-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20Benue%20State.pdf,title:flash report
474,2024,2024-06-24,Emergency Tracking Tool (ETT),North East,Adamawa; Borno; Yobe,Nigeria — Emergency Tracking Tool Report 384 (10 June - 16 June 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-384-10-june-16-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20384.pdf,title:emergency tracking tool
475,2024,2024-06-21,Early Warning & Early Response Dashboard,North East,Adamawa; Taraba,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 25 — Adamawa and Taraba states (May 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-25-adamawa-and-taraba,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Dashboard_TTT_040624_final.pdf,title:early warning dashboard
476,2024,2024-06-21,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 383 (3 June - 9 June 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-383-3-june-9-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20383.pdf,title:emergency tracking tool
477,2024,2024-06-20,Early Warning & Early Response Dashboard,North West,Kaduna; Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 10 — Kachia and Kaura LGAs, Kaduna State and Faskari and Kaita LGAs, Katsina State (May 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-10-kachia-and-kaura-lgas,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2010%20%28May%202024%29%20-%20Kaduna%20and%20Katsina%20states%20PBF%20%5Bfinal%5D_0.pdf,title:early warning dashboard
478,2024,2024-06-20,Early Warning & Early Response Dashboard,North West,Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 10 — Batsari, Dan musa, Jibia and Kankara LGAs, Katsina State (May 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-10-batsari-dan-musa-jibia,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2010%20%28May%202024%29%20-%20Katsina%20EU%20%5Bfinal%5D.pdf,title:early warning dashboard
479,2024,2024-06-10,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 382 (27 May - 2 June 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-382-27-may-2-june-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20382.pdf,title:emergency tracking tool
480,2024,2024-06-04,Transhumance Flow Monitoring Report,North West,Kaduna; Katsina,Nigeria — Transhumance Tracking Tool Report — Flow Monitoring Dashboard 5 — Kaduna and Katsina states (April 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-flow-monitoring-dashboard-5-kaduna-and-katsina,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/TTT__Transhumance_Flow_Monitoring_April%202024%20%281%29.pdf,title:transhumance
481,2024,2024-05-31,Incident / Flash Report,North East,Yobe,Nigeria — North-east Yobe State Flash Report (31 May 2024),https://dtm.iom.int/reports/nigeria-north-east-yobe-state-flash-report-31-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-east_Yobe%20State%2031%20May%202024_Final.pdf,title:flash report
482,2024,2024-05-31,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 381 (20 - 26 May 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-381-20-26-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20381.pdf,title:emergency tracking tool
483,2024,2024-05-24,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 380 (13 - 19 May 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-380-13-19-may-2024-0,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20380.pdf,title:emergency tracking tool
484,2024,2024-05-22,Early Warning & Early Response Dashboard,North East,Adamawa; Taraba,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 24 — Adamawa and Taraba states (April 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-24-adamawa-and-taraba,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Dashboard_TTT_24_Adamawa_Araba_Early_wearning_.pdf,title:early warning dashboard
485,2024,2024-05-22,Compendium Reports,,,Nigeria — Compendium 2023 (May 2024),https://dtm.iom.int/reports/nigeria-compendium-2023-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Compendium%202023%20%28May%202024%29_final_fp%20%281%29.pdf,title:compendium
486,2024,2024-05-20,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 379 (6 - 12 May 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-379-6-12-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20379_final.pdf,title:emergency tracking tool
487,2024,2024-05-17,Incident / Flash Report,North Central; North West,Zamfara,Nigeria — North-central & North-west Flash Report 164 (06 - 12 May 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-164-06-12-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20164_Final.pdf,title:flash report
488,2024,2024-05-14,Transhumance Flow Monitoring Report,North West,Kaduna; Katsina,Nigeria — Transhumance Tracking Tool Report — Flow Monitoring Dashboard 4 — Kaduna and Katsina states (March 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-flow-monitoring-dashboard-4-kaduna-and-katsina,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/TTT__Transhumance_Flow_Monitoring_March%202024%202.pdf,title:transhumance
489,2024,2024-05-14,Transhumance Flow Monitoring Report,North West,Kaduna; Katsina,Nigeria — Transhumance Tracking Tool Report — Flow Monitoring Dashboard 3 — Kaduna and Katsina states (February 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-flow-monitoring-dashboard-3-kaduna-and-katsina,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/TTT__Transhumance_Flow_Monitoring_February%202024%202.pdf,title:transhumance
490,2024,2024-05-10,Early Warning & Early Response Dashboard,North West,Kaduna; Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 9 — Kachia and Kaura LGAs, Kaduna State and Faskari and Kaita LGAs, Katsina State (April 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-9-kachia-and-kaura-lgas,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%209%20April%202024%29%20-%20Kaduna%20and%20Katsina%20states%20PBF%20%5Bfinal%5D.pdf,title:early warning dashboard
491,2024,2024-05-10,Early Warning & Early Response Dashboard,North West,Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 9 — Batsari, Dan musa, Jibia and Kankara LGAs, Katsina State (April 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-9-batsari-dan-musa-jibia,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%209%20April%202024%29%20-%20Katsina%20EU%20%5Bfinal%5D.pdf,title:early warning dashboard
492,2024,2024-05-10,Early Warning & Early Response Dashboard,North West,Kaduna; Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 8 — Kachia and Kaura LGAs, Kaduna State and Faskari and Kaita LGAs, Katsina State (March 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-8-kachia-and-kaura-lgas,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%208%20March%202024%29%20-%20Kaduna%20and%20Katsina%20states%20PBF%20%5Bfinal%5D.pdf,title:early warning dashboard
493,2024,2024-05-10,Early Warning & Early Response Dashboard,North West,Katsina,"Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 8 — Batsari, Dan musa, Jibia and Kankara LGAs, Katsina State (March 2024)",https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-8-batsari-dan-musa-jibia,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%208%20March%202024%29%20-%20Katsina%20EU%20%5Bfinal%5D.pdf,title:early warning dashboard
494,2024,2024-05-10,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 378 (29 April - 5 May 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-378-29-april-5-may-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20378.pdf,title:emergency tracking tool
495,2024,2024-05-03,Incident / Flash Report,North Central; North West,Sokoto; Zamfara,Nigeria — North-central & North-west Flash Report 163 (22 - 28 April 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-163-22-28-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20163_final_0.pdf,title:flash report
496,2024,2024-05-03,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 377 (22 - 28 April 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-377-22-28-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20377_final.pdf,title:emergency tracking tool
497,2024,2024-04-26,Emergency Tracking Tool (ETT),North East,Adamawa; Borno; Yobe,Nigeria — Emergency Tracking Tool Report 376 (15 - 21 April 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-376-15-21-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20376_final.pdf,title:emergency tracking tool
498,2024,2024-04-25,Incident / Flash Report,North East,Borno,Nigeria — North-east Borno State Flash Report (25 April 2024),https://dtm.iom.int/reports/nigeria-north-east-borno-state-flash-report-25-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20NE%20Magumeri%20%26%20Monguno%2C%20Borno%20State%2023%20April%202024_final.pdf,title:flash report
499,2024,2024-04-24,Early Warning & Early Response Dashboard,North East,Adamawa; Taraba,Nigeria — Transhumance Tracking Tool Report — Early Warning Dashboard 23 — Adamawa and Taraba states (March 2024),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-early-warning-dashboard-23-adamawa-and-taraba,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/Nigeria%20%E2%80%94%20Transhumance%20Tracking%20Tool%20Report%20%E2%80%94%20Early%20Warning%20Dashboard%2022%20%E2%80%94%20Adamawa%20and%20Taraba%20states%20%28March%202024%29.pdf,title:early warning dashboard
500,2024,2024-04-24,Intention Surveys (general / regional),North East,,Nigeria — North-east - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-north-east-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Final%20version_21%20April%202024%20%281%29.pdf,title:intention survey
501,2024,2024-04-22,Incident / Flash Report,North Central; North West,Sokoto; Zamfara,Nigeria — North-central & North-west Flash Report 162 (15 - 21 April 2024),https://dtm.iom.int/reports/nigeria-north-central-north-west-flash-report-162-15-21-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20North-central%20and%20North-west%20162_final_0.pdf,title:flash report
502,2024,2024-04-19,Incident / Flash Report,North East,Borno,Nigeria — North-east Borno State Flash Report (18 April 2024),https://dtm.iom.int/reports/nigeria-north-east-borno-state-flash-report-18-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20Flash%20Report%20NE%20Konduga%2C%20Mafa%2C%20Magumeri%2C%20Monguno%20%26%20Ngala%20LGAs%2C%20Borno%20State%2017%20April%202024_final.pdf,title:flash report
503,2024,2024-04-19,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 375 (8 - 14 April 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-375-8-14-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20375_final.pdf,title:emergency tracking tool
504,2024,2024-04-15,State-wide Intention Surveys,North East,Yobe,Nigeria — Yobe - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-yobe-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Yobe%20State.pdf,title:intention survey
505,2024,2024-04-15,State-wide Intention Surveys,North East,Taraba,Nigeria — Taraba - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-taraba-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Taraba%20State.pdf,title:intention survey
506,2024,2024-04-15,State-wide Intention Surveys,North East,Gombe,Nigeria — Gombe - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-gombe-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Gombe%20State.pdf,title:intention survey
507,2024,2024-04-15,State-wide Intention Surveys,North East,Borno,Nigeria — Borno - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-borno-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024%20-%20Borno%20State.pdf,title:intention survey
508,2024,2024-04-15,State-wide Intention Surveys,North East,Bauchi,Nigeria — Bauchi - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-bauchi-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Bauchi%20State.pdf,title:intention survey
509,2024,2024-04-15,State-wide Intention Surveys,North East,Adamawa,Nigeria — Adamawa - Intention Survey (April 2024),https://dtm.iom.int/reports/nigeria-adamawa-intention-survey-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Nigeria%20-%20Household%20Intention%20Survey%20report%20April%202024_Adamawa%20State.pdf,title:intention survey
510,2024,2024-04-12,Emergency Tracking Tool (ETT),North East,Adamawa; Borno,Nigeria — Emergency Tracking Tool Report 374 (1 - 7 April 2024),https://dtm.iom.int/reports/nigeria-emergency-tracking-tool-report-374-1-7-april-2024,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/IOM%20Nigeria%20DTM%20Emergency%20Tracking%20Tool%20%28ETT%29%20Report%20No.%20374_final.pdf,title:emergency tracking tool
511,2024,2024-04-09,Transhumance Flow Monitoring Report,North West,Kaduna; Katsina,Nigeria — Transhumance Tracking Tool Report — Flow Monitoring Dashboard 1 — Kaduna and Katsina states (October - December 2023),https://dtm.iom.int/reports/nigeria-transhumance-tracking-tool-report-flow-monitoring-dashboard-1-kaduna-and-katsina,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/TTT__Transhumance_Flow_Monitoring_Oct-Dec%202023_Final.pdf,title:transhumance
